transaction_id,transaction_date,customer_id,account_type,transaction_type,amount,currency,merchant,transaction_status
112538,2023-08-16,2696,Checking,Debit,2892.47,USD,Amazon,Completed
112538,2022-10-08,999999,Checking,Credit,4622.74,USD,Amazon,Completed
112539,2022-01-01,3371,Checking,Credit,3165.08,USD,Unknown,Completed
112540,2022-07-17,3474,checking,Debit,1694.39,USD,Amazon,Completed
112540,2022-12-31,3489,Checking,Credit,3029.71,USD,Amazon,Completed
112542,2022-01-01,4962,checking,Credit,2604.62,USD,Target,Completed
112543,2022-12-31,999999,checking,Debit,2695.13,USD,Amazon,Completed
112545,2022-12-31,2983,checking,Credit,3546.80,USD,Walmart,Completed
112546,2024-01-03,4760,Checking,Debit,3359.95,USD,Amazon,Completed
112546,2022-01-01,999999,Checking,Debit,2434.77,USD,Amazon,Completed
112547,2023-07-01,999999,checking,Credit,3540.84,USD,Unknown,Completed
112545,2024-01-19,3076,Checking,Debit,1111.88,USD,Walmart,Completed
112549,2022-12-31,999999,Savings,Debit,5001.72,USD,Walmart,Completed
112551,2022-12-31,3682,Savings,Credit,2172.00,USD,Walmart,Completed
112552,2022-06-07,999999,Savings,Credit,1396.09,USD,Walmart,Completed
112553,2022-12-31,999999,checking,Debit,1922.21,USD,Walmart,Completed
112553,2023-07-12,2071,Checking,Debit,1849.95,USD,Amazon,Completed
112553,2022-12-31,999999,Checking,Debit,4275.94,USD,Target,Completed
112553,2023-11-26,999999,checking,Credit,2766.51,USD,Target,Completed
112557,2022-01-01,999999,checking,Debit,4551.23,USD,Amazon,Completed
112558,2024-04-09,999999,Checking,Credit,4992.82,USD,Target,Completed
112558,2022-01-01,999999,Checking,Credit,4154.30,USD,Amazon,Completed
112560,2023-02-22,4243,Checking,Debit,2059.45,USD,Target,Completed
112560,2023-09-07,3062,Savings,Credit,841.85,USD,Amazon,Completed
112562,2022-01-01,4732,Checking,Debit,4980.91,USD,Target,Completed
112563,2024-05-26,3727,Checking,Debit,4560.41,USD,Target,Completed
112564,2022-02-11,999999,checking,Debit,1225.11,USD,Unknown,Completed
112562,2022-01-01,999999,Checking,Debit,2543.09,USD,Amazon,Completed
112566,2022-12-31,999999,Checking,Credit,4072.66,USD,Walmart,Completed
112566,2023-02-03,999999,Savings,Debit,1104.32,USD,Amazon,Completed
112568,2023-12-07,999999,Savings,Debit,3635.16,USD,Walmart,Completed
112569,2022-12-31,2383,checking,Debit,339.42,USD,Walmart,Completed
112570,2024-01-24,999999,Checking,Debit,4229.61,USD,Unknown,Completed
112571,2024-04-13,4888,Checking,Debit,1679.48,USD,Walmart,Completed
112572,2022-12-31,999999,Savings,Credit,3820.21,USD,Amazon,Completed
112573,2022-04-23,999999,Savings,Debit,2432.42,USD,Amazon,Completed
112574,2023-06-11,2894,Credit,Credit,1936.01,USD,Walmart,Completed
112575,2024-06-02,2924,Checking,Credit,1989.43,USD,Target,Completed
112575,2023-07-19,999999,Savings,Debit,862.48,USD,Walmart,Completed
112576,2022-12-31,999999,Credit,Debit,2753.05,USD,Walmart,Completed
112577,2022-01-01,3963,Savings,Credit,4764.12,USD,Unknown,Completed
112579,2022-10-11,3399,Checking,Credit,2553.05,USD,Unknown,Completed
112578,2022-06-03,999999,Checking,Debit,3527.38,USD,Walmart,Completed
112581,2022-12-31,999999,Savings,Credit,886.18,USD,Amazon,Completed
112581,2024-05-10,999999,checking,Debit,1676.64,USD,Walmart,Completed
112583,2022-04-03,999999,Checking,Debit,2055.53,USD,Walmart,Completed
112584,2022-03-04,999999,Checking,Debit,1028.88,USD,Walmart,Completed
112584,2022-12-31,3886,checking,Debit,2448.58,USD,Amazon,Completed
112586,2022-12-31,2364,Checking,Credit,2686.89,USD,Walmart,Completed
112586,2023-07-18,999999,Checking,Credit,2878.06,USD,Amazon,Completed
112587,2024-02-24,2009,Checking,Credit,3682.72,USD,Walmart,Completed
112587,2022-12-31,3943,Checking,Debit,3190.18,USD,Walmart,Completed
112588,2022-12-31,2079,Checking,Credit,1755.86,USD,Walmart,Completed
112590,2022-09-30,2448,Checking,Debit,4451.39,USD,Unknown,Completed
112591,2022-12-31,999999,Checking,Debit,4465.73,USD,Amazon,Completed
112593,2023-02-06,3666,Checking,Debit,1050.94,USD,Walmart,Completed
112594,2024-01-19,4231,Checking,Credit,3879.00,USD,Amazon,Completed
112595,2023-09-25,999999,Checking,Debit,123.97,USD,Target,Completed
112596,2022-12-31,999999,Checking,Debit,1730.11,USD,Unknown,Completed
112597,2022-01-01,999999,Checking,Credit,3917.41,USD,Amazon,Completed
112597,2023-12-16,999999,Checking,Credit,2689.19,USD,Amazon,Completed
112597,2024-03-01,999999,Credit,Debit,3904.86,USD,Target,Completed
112599,2022-12-31,3777,Checking,Debit,335.19,USD,Amazon,Completed
112599,2022-01-01,999999,Savings,Debit,1912.18,USD,Unknown,Completed
112602,2022-01-01,3973,checking,Debit,3312.19,USD,Amazon,Completed
112602,2022-01-01,3154,Credit,Credit,1952.92,USD,Amazon,Completed
112604,2024-01-27,999999,Checking,Debit,189.08,USD,Amazon,Completed
112604,2022-01-01,2878,Checking,Credit,2209.18,USD,Amazon,Completed
112606,2022-12-31,999999,Checking,Credit,3524.54,USD,Amazon,Completed
112607,2022-03-08,999999,Checking,Debit,3188.53,USD,Amazon,Completed
112607,2023-03-09,999999,Checking,Debit,1942.98,USD,Target,Completed
112608,2022-02-05,999999,checking,Credit,468.02,USD,Target,Completed
112610,2023-01-13,2185,checking,Debit,895.43,USD,Unknown,Completed
112609,2023-06-05,999999,Savings,Debit,443.57,USD,Amazon,Completed
112612,2023-01-13,4057,Checking,Credit,2498.75,USD,Amazon,Completed
112612,2024-04-14,3147,checking,Credit,627.47,USD,Amazon,Completed
112613,2022-01-01,3905,checking,Debit,644.26,USD,Amazon,Completed
112613,2022-01-27,999999,Savings,Debit,3633.61,USD,Target,Completed
112615,2022-01-01,999999,Checking,Debit,1258.61,USD,Target,Completed
112617,2023-11-29,999999,checking,Credit,2578.40,USD,Amazon,Completed
112617,2024-05-29,3714,Credit,Credit,1820.62,USD,Target,Completed
112617,2022-01-01,999999,Checking,Debit,2609.55,USD,Amazon,Completed
112620,2023-09-13,999999,Credit,Debit,1560.69,USD,Walmart,Completed
112621,2022-03-02,3637,Credit,Debit,4903.73,USD,Target,Completed
112622,2022-06-02,4549,Savings,Credit,671.58,USD,Amazon,Completed
112622,2022-01-01,4121,Checking,Credit,4640.63,USD,Target,Completed
112622,2022-04-22,4139,Checking,Credit,3072.61,USD,Target,Completed
112622,2024-01-12,999999,Checking,Credit,3929.97,USD,Amazon,Completed
112625,2023-10-04,999999,Checking,Credit,3452.20,USD,Amazon,Completed
112625,2022-12-31,2528,Checking,Debit,1810.24,USD,Target,Completed
112627,2023-05-10,3702,Checking,Debit,3139.38,USD,Walmart,Completed
112628,2022-01-01,999999,Savings,Debit,2672.91,USD,Walmart,Completed
112629,2023-06-05,999999,Checking,Credit,4567.30,USD,Target,Completed
112631,2022-12-31,2321,checking,Credit,4399.45,USD,Unknown,Completed
112632,2022-01-01,999999,Credit,Debit,3349.11,USD,Walmart,Completed
112632,2023-08-28,999999,Checking,Credit,331.63,USD,Target,Completed
112634,2022-12-31,999999,checking,Debit,2010.63,USD,Target,Completed
112633,2023-03-08,999999,Checking,Credit,4282.88,USD,Walmart,Completed
112636,2022-12-31,999999,Checking,Debit,1222.80,USD,Target,Completed
112636,2023-08-17,3097,checking,Debit,3630.60,USD,Walmart,Completed
112638,2022-01-25,999999,checking,Credit,4054.73,USD,Amazon,Completed
112638,2022-02-13,999999,Checking,Debit,3553.90,USD,Walmart,Completed
112639,2022-01-11,999999,checking,Credit,855.39,USD,Target,Completed
112641,2022-12-31,999999,Savings,Credit,3329.64,USD,Amazon,Completed
112640,2022-10-07,999999,checking,Credit,2568.41,USD,Walmart,Completed
112642,2022-06-18,999999,checking,Credit,2566.78,USD,Walmart,Completed
112642,2022-01-01,2375,Checking,Credit,737.22,USD,Target,Completed
112644,2022-01-01,999999,Credit,Debit,4965.73,USD,Walmart,Completed
112646,2022-10-30,999999,checking,Credit,2501.91,USD,Target,Completed
112646,2023-09-20,999999,checking,Debit,2299.63,USD,Walmart,Completed
112648,2023-12-27,999999,Checking,Debit,4084.67,USD,Walmart,Completed
112649,2023-05-12,999999,checking,Debit,2046.96,USD,Walmart,Completed
112649,2022-01-01,999999,Checking,Credit,3353.04,USD,Unknown,Completed
112650,2022-08-29,3677,Savings,Debit,2534.76,USD,Amazon,Completed
112652,2022-12-31,999999,Checking,Debit,224.80,USD,Amazon,Completed
112652,2022-12-31,2199,checking,Debit,1038.95,USD,Target,Completed
112653,2022-03-04,999999,Credit,Debit,1770.04,USD,Amazon,Completed
112655,2022-02-20,2639,Credit,Credit,679.30,USD,Amazon,Completed
112654,2022-01-01,999999,Savings,Credit,1633.37,USD,Walmart,Completed
112655,2022-01-01,999999,Checking,Credit,1260.60,USD,Unknown,Completed
112656,2022-01-01,4850,checking,Credit,267.91,USD,Walmart,Completed
112658,2023-05-16,3555,checking,Credit,3088.60,USD,Walmart,Completed
112659,2022-01-01,3588,Savings,Credit,3126.90,USD,Walmart,Completed
112658,2023-06-06,2846,checking,Credit,834.68,USD,Amazon,Completed
112662,2023-05-16,999999,Checking,Credit,1671.87,USD,Target,Completed
112663,2022-01-01,2937,Savings,Credit,865.66,USD,Unknown,Completed
112664,2023-06-19,999999,checking,Credit,4624.40,USD,Walmart,Completed
112663,2022-05-25,999999,checking,Debit,3707.31,USD,Walmart,Completed
112663,2022-12-31,999999,Checking,Debit,4344.24,USD,Amazon,Completed
112666,2023-06-18,4538,Credit,Debit,935.63,USD,Unknown,Completed
112667,2024-06-17,999999,Checking,Debit,2648.69,USD,Amazon,Completed
112668,2023-01-27,999999,checking,Credit,4641.70,USD,Walmart,Completed
112666,2023-04-30,999999,Checking,Debit,3296.97,USD,Amazon,Completed
112671,2022-01-01,999999,Checking,Credit,3415.62,USD,Target,Completed
112672,2023-12-24,999999,Checking,Debit,4556.83,USD,Unknown,Completed
112672,2024-02-09,3998,Credit,Credit,3989.16,USD,Target,Completed
112673,2022-02-27,999999,Savings,Debit,2055.37,USD,Walmart,Completed
112674,2023-05-24,999999,Checking,Debit,3746.46,USD,Walmart,Completed
112676,2022-08-14,999999,checking,Debit,3420.38,USD,Walmart,Completed
112677,2023-01-20,999999,Credit,Debit,4668.11,USD,Target,Completed
112677,2022-12-31,4692,Credit,Credit,1290.31,USD,Target,Completed
112677,2023-08-26,3454,checking,Credit,2131.31,USD,Walmart,Completed
112680,2022-01-01,999999,Checking,Debit,826.70,USD,Unknown,Completed
112681,2023-11-23,999999,Credit,Credit,3275.65,USD,Unknown,Completed
112681,2023-05-19,3454,Savings,Debit,3812.37,USD,Unknown,Completed
112683,2023-12-30,999999,Checking,Debit,2208.74,USD,Unknown,Completed
112684,2022-01-01,3803,Checking,Credit,1348.82,USD,Target,Completed
112685,2022-12-31,999999,Savings,Credit,4276.24,USD,Amazon,Completed
112685,2022-05-26,999999,Checking,Credit,3198.85,USD,Target,Completed
112686,2022-01-01,999999,Checking,Credit,2043.69,USD,Target,Completed
112688,2022-11-11,999999,Checking,Credit,1427.77,USD,Target,Completed
112686,2022-10-19,999999,Checking,Debit,2211.24,USD,Amazon,Completed
112690,2022-02-06,4951,checking,Credit,4284.71,USD,Target,Completed
112689,2024-04-21,999999,checking,Debit,1671.43,USD,Amazon,Completed
112691,2024-06-02,999999,Savings,Credit,3038.01,USD,Walmart,Completed
112692,2023-08-28,999999,checking,Debit,1903.04,USD,Walmart,Completed
112694,2022-12-31,4506,Savings,Credit,4133.27,USD,Walmart,Completed
112695,2023-01-13,999999,Checking,Debit,746.92,USD,Walmart,Completed
112695,2022-01-01,999999,Credit,Credit,4583.60,USD,Walmart,Completed
112695,2022-01-01,999999,Savings,Credit,2797.03,USD,Walmart,Completed
112698,2022-07-08,2110,Savings,Credit,1842.11,USD,Unknown,Completed
112698,2022-12-31,999999,Checking,Debit,502.95,USD,Walmart,Completed
112698,2023-06-19,999999,Checking,Credit,3730.36,USD,Unknown,Completed
112700,2022-05-31,999999,Savings,Debit,1821.98,USD,Amazon,Completed
112701,2022-01-01,999999,Checking,Credit,3587.66,USD,Amazon,Completed
112703,2022-07-31,999999,Checking,Debit,961.42,USD,Amazon,Completed
112704,2023-03-17,4426,checking,Credit,1678.08,USD,Amazon,Completed
112705,2022-09-07,999999,Checking,Credit,2275.43,USD,Walmart,Completed
112705,2023-01-17,2826,Checking,Credit,762.82,USD,Target,Completed
112706,2023-09-13,999999,Checking,Debit,3706.70,USD,Walmart,Completed
112708,2022-01-01,999999,Savings,Credit,4456.46,USD,Target,Completed
112707,2022-12-31,999999,checking,Debit,1158.75,USD,Unknown,Completed
112709,2022-01-26,2328,Checking,Credit,4443.66,USD,Unknown,Completed
112709,2023-03-08,3854,checking,Debit,614.36,USD,Target,Completed
112712,2022-01-01,4193,Checking,Credit,2322.72,USD,Target,Completed
112710,2022-01-01,4220,Checking,Credit,1540.49,USD,Target,Completed
112713,2023-07-12,3160,Checking,Debit,4466.14,USD,Walmart,Completed
112715,2024-04-21,999999,Credit,Credit,821.51,USD,Walmart,Completed
112715,2023-02-05,999999,checking,Debit,4297.93,USD,Target,Completed
112716,2022-03-07,2916,Checking,Credit,1202.91,USD,Amazon,Completed
112718,2023-11-16,999999,Checking,Credit,3154.95,USD,Amazon,Completed
112719,2022-01-01,4184,checking,Debit,1055.11,USD,Amazon,Completed
112718,2022-01-01,999999,Checking,Credit,3790.21,USD,Unknown,Completed
112721,2022-12-31,4998,Savings,Credit,2424.86,USD,Walmart,Completed
112721,2022-01-01,999999,Checking,Debit,4852.99,USD,Walmart,Completed
112723,2022-12-31,2991,checking,Debit,3953.39,USD,Walmart,Completed
112724,2023-01-09,2291,Checking,Credit,4039.14,USD,Walmart,Completed
112725,2022-12-31,999999,Savings,Debit,520.44,USD,Unknown,Completed
112726,2022-12-31,999999,Checking,Credit,1063.30,USD,Amazon,Completed
112727,2022-01-16,999999,Savings,Debit,7.98,USD,Unknown,Completed
112727,2022-01-01,4256,Savings,Debit,4567.33,USD,Target,Completed
112729,2022-12-31,2174,Credit,Credit,290.86,USD,Walmart,Completed
112729,2023-10-09,999999,Checking,Credit,3121.72,USD,Unknown,Completed
112728,2022-01-01,999999,Checking,Debit,1939.01,USD,Unknown,Completed
112731,2022-01-16,999999,Savings,Credit,1940.50,USD,Target,Completed
112731,2022-08-04,999999,Checking,Credit,410.70,USD,Walmart,Completed
112734,2022-12-31,999999,Credit,Debit,594.36,USD,Target,Completed
112735,2022-02-20,4743,Savings,Debit,534.65,USD,Walmart,Completed
112735,2023-05-05,2793,Savings,Debit,584.85,USD,Walmart,Completed
112737,2023-08-02,3078,checking,Credit,4382.02,USD,Amazon,Completed
112737,2022-07-10,999999,Checking,Debit,10.70,USD,Target,Completed
112738,2022-01-01,2608,Savings,Credit,2221.41,USD,Unknown,Completed
112737,2022-07-16,3873,Savings,Credit,1633.28,USD,Unknown,Completed
112740,2022-12-31,999999,Checking,Credit,2566.31,USD,Walmart,Completed
112741,2022-01-01,999999,Checking,Debit,2192.11,USD,Walmart,Completed
112740,2023-07-15,999999,checking,Debit,1712.74,USD,Walmart,Completed
112743,2022-12-31,4477,Savings,Credit,2871.13,USD,Target,Completed
112744,2022-01-01,999999,checking,Credit,3310.57,USD,Unknown,Completed
112745,2022-06-27,4844,checking,Credit,368.78,USD,Walmart,Completed
112746,2022-12-31,2012,Checking,Credit,3842.80,USD,Walmart,Completed
112748,2022-01-01,999999,Savings,Debit,2338.32,USD,Amazon,Completed
112747,2022-01-18,4539,Checking,Debit,661.62,USD,Target,Completed
112748,2022-12-31,999999,Checking,Debit,4956.46,USD,Walmart,Completed
112750,2022-01-01,2889,Checking,Debit,3728.76,USD,Unknown,Completed
112752,2023-05-29,999999,Checking,Credit,3417.48,USD,Walmart,Completed
112752,2022-01-01,999999,Checking,Debit,3913.91,USD,Target,Completed
112753,2022-12-31,4934,Savings,Credit,1083.19,USD,Amazon,Completed
112753,2022-12-31,999999,Credit,Debit,448.60,USD,Walmart,Completed
112755,2023-04-05,999999,Savings,Credit,285.01,USD,Target,Completed
112757,2022-12-31,4037,checking,Credit,2314.68,USD,Walmart,Completed
112757,2024-04-20,999999,checking,Debit,1854.57,USD,Amazon,Completed
112758,2022-09-20,999999,Checking,Debit,2526.23,USD,Amazon,Completed
112759,2023-07-16,3308,Checking,Debit,1410.72,USD,Unknown,Completed
112761,2022-01-01,4761,Savings,Debit,84.49,USD,Unknown,Completed
112761,2023-01-16,999999,Credit,Credit,4023.94,USD,Unknown,Completed
112763,2023-05-22,3603,Checking,Credit,1315.14,USD,Walmart,Completed
112764,2022-12-04,999999,Credit,Credit,1109.96,USD,Amazon,Completed
112761,2023-03-22,999999,Credit,Debit,2528.53,USD,Walmart,Completed
112766,2022-10-17,999999,Checking,Debit,3462.57,USD,Amazon,Completed
112767,2022-12-31,2636,Checking,Debit,1456.31,USD,Walmart,Completed
112768,2022-01-01,999999,checking,Credit,493.40,USD,Target,Completed
112768,2022-01-01,999999,Savings,Debit,3957.69,USD,Target,Completed
112770,2022-01-01,3609,Credit,Credit,87.57,USD,Target,Completed
112771,2022-12-31,999999,Savings,Credit,1955.47,USD,Unknown,Completed
112771,2022-08-26,999999,Checking,Credit,4489.92,USD,Walmart,Completed
112770,2022-12-31,2747,Checking,Credit,165.66,USD,Target,Completed
112774,2022-12-31,999999,Credit,Credit,552.28,USD,Unknown,Completed
112775,2022-01-01,4804,Checking,Debit,1283.56,USD,Unknown,Completed
112776,2022-01-01,4278,Checking,Debit,4213.45,USD,Target,Completed
112775,2022-12-31,2364,Checking,Debit,436.04,USD,Walmart,Completed
112777,2022-12-31,999999,Savings,Debit,3437.96,USD,Target,Completed
112779,2022-12-31,999999,checking,Credit,157.36,USD,Walmart,Completed
112778,2022-01-01,999999,Savings,Credit,1949.14,USD,Amazon,Completed
112778,2022-01-01,4131,Credit,Debit,1271.38,USD,Amazon,Completed
112780,2022-01-01,999999,Checking,Credit,2419.12,USD,Walmart,Completed
112779,2023-01-11,999999,checking,Debit,4517.96,USD,Target,Completed
112784,2023-09-01,999999,Savings,Credit,4758.51,USD,Target,Completed
112784,2022-02-20,999999,Checking,Credit,3453.65,USD,Amazon,Completed
112786,2023-05-03,999999,checking,Debit,2992.26,USD,Target,Completed
112786,2023-07-03,999999,Savings,Debit,598.37,USD,Target,Completed
112788,2022-01-01,999999,Savings,Credit,3931.95,USD,Target,Completed
112789,2022-12-31,999999,Checking,Debit,1653.04,USD,Walmart,Completed
112790,2022-04-14,999999,Checking,Debit,1507.95,USD,Walmart,Completed
112790,2022-12-31,999999,checking,Debit,3900.49,USD,Amazon,Completed
112792,2023-11-09,999999,Checking,Debit,3184.11,USD,Walmart,Completed
112791,2022-01-01,2415,Credit,Debit,4872.09,USD,Unknown,Completed
112794,2022-08-16,999999,Checking,Debit,1812.32,USD,Walmart,Completed
112795,2022-01-01,999999,Savings,Credit,3376.01,USD,Unknown,Completed
112795,2022-12-31,2595,checking,Credit,2298.39,USD,Target,Completed
112796,2024-03-25,999999,Credit,Debit,1031.10,USD,Unknown,Completed
112798,2023-09-13,999999,Savings,Debit,1201.64,USD,Walmart,Completed
112798,2023-01-08,999999,Checking,Credit,2584.03,USD,Target,Completed
112799,2022-12-31,4695,Checking,Debit,1922.44,USD,Unknown,Completed
112800,2023-01-15,999999,Checking,Debit,306.24,USD,Amazon,Completed
112801,2022-12-04,3623,Savings,Credit,2206.11,USD,Unknown,Completed
112801,2022-01-01,999999,Checking,Debit,3177.34,USD,Walmart,Completed
112801,2022-03-04,4517,Checking,Debit,1934.62,USD,Unknown,Completed
112805,2022-07-23,999999,Checking,Credit,1450.10,USD,Walmart,Completed
112806,2024-05-25,999999,checking,Credit,3349.11,USD,Unknown,Completed
112805,2024-05-06,999999,Checking,Debit,1666.11,USD,Target,Completed
112808,2023-09-06,2512,Checking,Debit,3431.97,USD,Unknown,Completed
112808,2024-05-12,999999,Checking,Debit,3698.20,USD,Amazon,Completed
112810,2023-05-06,999999,Credit,Credit,2958.35,USD,Amazon,Completed
112810,2023-06-12,999999,Checking,Debit,4247.28,USD,Walmart,Completed
112812,2022-12-31,999999,Savings,Debit,4251.68,USD,Walmart,Completed
112811,2022-12-31,999999,Checking,Debit,848.64,USD,Target,Completed
112813,2022-01-01,3036,Savings,Credit,4294.41,USD,Walmart,Completed
112814,2022-03-17,999999,Checking,Credit,2622.40,USD,Walmart,Completed
112816,2022-01-01,4285,Savings,Debit,4351.91,USD,Amazon,Completed
112814,2022-01-01,999999,Savings,Credit,1877.38,USD,Walmart,Completed
112818,2023-03-20,2639,checking,Credit,4016.35,USD,Unknown,Completed
112818,2022-12-31,4722,Checking,Debit,1463.05,USD,Walmart,Completed
112820,2022-07-20,3543,Credit,Debit,3986.13,USD,Walmart,Completed
112821,2022-10-24,3334,checking,Credit,2564.96,USD,Amazon,Completed
112821,2022-12-31,4859,Credit,Debit,2912.36,USD,Walmart,Completed
112822,2022-03-17,999999,Savings,Debit,4103.59,USD,Walmart,Completed
112823,2023-12-02,3744,Savings,Credit,339.07,USD,Walmart,Completed
112825,2022-12-31,4441,Credit,Credit,3528.58,USD,Target,Completed
112826,2022-02-05,4410,Savings,Credit,2871.95,USD,Walmart,Completed
112826,2022-01-01,3728,Checking,Credit,925.29,USD,Amazon,Completed
112828,2022-04-13,999999,Savings,Credit,3445.91,USD,Amazon,Completed
112829,2023-03-18,999999,Checking,Debit,151.79,USD,Amazon,Completed
112830,2022-12-26,2315,Checking,Debit,3102.44,USD,Amazon,Completed
112830,2024-01-14,999999,Checking,Debit,4371.95,USD,Amazon,Completed
112830,2022-12-31,999999,Credit,Credit,3364.27,USD,Target,Completed
112833,2022-03-21,3539,Checking,Credit,4479.81,USD,Walmart,Completed
112834,2023-10-30,4352,Savings,Credit,2510.77,USD,Walmart,Completed
112835,2022-08-23,3118,Checking,Debit,1201.91,USD,Target,Completed
112836,2022-03-16,2056,Checking,Debit,360.17,USD,Target,Completed
112836,2024-02-10,999999,checking,Debit,4926.46,USD,Walmart,Completed
112838,2024-02-27,999999,Savings,Debit,2618.36,USD,Unknown,Completed
112838,2022-12-31,2806,Savings,Debit,1457.17,USD,Unknown,Completed
112839,2022-12-31,4214,checking,Debit,971.98,USD,Walmart,Completed
112840,2022-02-11,999999,Checking,Debit,98.55,USD,Unknown,Completed
112841,2023-06-08,3869,Checking,Credit,4223.49,USD,Amazon,Completed
112842,2022-01-01,999999,Checking,Credit,3867.48,USD,Amazon,Completed
112843,2022-01-01,4177,Savings,Debit,917.06,USD,Unknown,Completed
112845,2022-01-01,4117,Checking,Credit,1643.73,USD,Amazon,Completed
112846,2022-12-31,2647,Checking,Credit,2112.09,USD,Amazon,Completed
112847,2022-01-01,999999,Checking,Debit,1968.35,USD,Walmart,Completed
112846,2023-04-21,999999,checking,Debit,3285.75,USD,Unknown,Completed
112848,2022-12-31,999999,Savings,Debit,4331.84,USD,Walmart,Completed
112850,2023-01-08,4857,checking,Debit,2902.90,USD,Walmart,Completed
112850,2022-10-12,3954,Checking,Credit,344.00,USD,Walmart,Completed
112852,2024-01-19,999999,Credit,Credit,2772.31,USD,Target,Completed
112853,2022-11-27,999999,Checking,Debit,1986.87,USD,Target,Completed
112853,2022-01-01,999999,Checking,Credit,3647.62,USD,Walmart,Completed
112854,2022-12-31,999999,checking,Debit,2736.98,USD,Walmart,Completed
112854,2022-12-31,999999,Checking,Credit,2409.21,USD,Unknown,Completed
112856,2022-03-31,999999,Credit,Credit,3900.48,USD,Amazon,Completed
112858,2022-12-31,999999,checking,Debit,917.55,USD,Walmart,Completed
112859,2023-08-27,4425,Checking,Credit,2668.87,USD,Target,Completed
112860,2023-12-18,999999,Savings,Debit,2650.54,USD,Walmart,Completed
112860,2022-12-31,999999,Checking,Credit,4740.18,USD,Walmart,Completed
112861,2024-01-16,999999,Savings,Credit,510.00,USD,Target,Completed
112861,2022-12-31,4868,Savings,Credit,3759.28,USD,Walmart,Completed
112862,2023-07-28,999999,Savings,Credit,516.79,USD,Target,Completed
112863,2022-02-05,999999,Checking,Debit,1524.73,USD,Walmart,Completed
112866,2022-02-06,999999,Checking,Debit,1934.10,USD,Walmart,Completed
112864,2024-02-14,999999,Savings,Debit,662.37,USD,Unknown,Completed
112868,2022-01-01,2138,checking,Debit,1142.36,USD,Walmart,Completed
112866,2023-12-13,2819,Checking,Credit,1538.62,USD,Amazon,Completed
112869,2023-04-11,999999,Checking,Debit,3532.96,USD,Target,Completed
112871,2024-02-29,2305,Savings,Credit,3786.97,USD,Unknown,Completed
112872,2023-12-10,2597,Checking,Credit,497.66,USD,Target,Completed
112873,2023-11-14,999999,Credit,Credit,2808.06,USD,Amazon,Completed
112872,2022-01-01,999999,Checking,Debit,3680.26,USD,Amazon,Completed
112874,2022-01-01,2908,Checking,Debit,2607.11,USD,Target,Completed
112875,2024-06-13,999999,Savings,Credit,2894.94,USD,Amazon,Completed
112877,2022-02-11,999999,Checking,Debit,3903.42,USD,Walmart,Completed
112878,2022-05-18,999999,Checking,Debit,3097.71,USD,Walmart,Completed
112879,2022-11-13,999999,Checking,Debit,1421.49,USD,Amazon,Completed
112878,2022-01-01,3583,Credit,Credit,3652.74,USD,Walmart,Completed
112879,2023-06-09,999999,Credit,Credit,3756.49,USD,Unknown,Completed
112882,2022-01-01,999999,Checking,Debit,3293.30,USD,Amazon,Completed
112882,2024-04-04,2143,Checking,Debit,2023.70,USD,Target,Completed
112882,2022-12-31,3840,checking,Credit,3414.08,USD,Unknown,Completed
112885,2022-01-01,2540,Checking,Debit,1702.67,USD,Walmart,Completed
112885,2022-09-30,4394,Checking,Debit,4294.46,USD,Amazon,Completed
112887,2023-05-12,2253,Checking,Credit,992.54,USD,Amazon,Completed
112885,2022-01-01,999999,checking,Debit,3607.69,USD,Target,Completed
112886,2022-01-18,3282,Checking,Debit,1616.13,USD,Amazon,Completed
112889,2022-01-01,999999,Credit,Debit,2796.32,USD,Unknown,Completed
112889,2022-11-09,3344,Checking,Credit,3502.57,USD,Unknown,Completed
112891,2022-01-01,999999,Checking,Debit,4897.56,USD,Target,Completed
112893,2023-10-15,999999,Savings,Credit,4576.64,USD,Target,Completed
112893,2022-01-01,2907,checking,Credit,2426.84,USD,Unknown,Completed
112894,2022-12-31,2459,checking,Credit,107.59,USD,Amazon,Completed
112894,2022-01-01,3526,Savings,Debit,4646.13,USD,Amazon,Completed
112895,2022-01-25,999999,Checking,Credit,3890.47,USD,Walmart,Completed
112897,2022-12-31,999999,Checking,Credit,1475.04,USD,Unknown,Completed
112898,2022-01-01,999999,checking,Debit,3297.50,USD,Amazon,Completed
112900,2022-11-08,3608,Savings,Debit,3482.16,USD,Amazon,Completed
112901,2023-11-12,2830,checking,Credit,1850.27,USD,Target,Completed
112900,2022-02-15,2926,Checking,Debit,165.04,USD,Amazon,Completed
112903,2022-02-27,2667,Credit,Credit,4258.25,USD,Unknown,Completed
112904,2022-12-31,999999,Checking,Credit,50.20,USD,Amazon,Completed
112904,2022-01-05,999999,Checking,Credit,1032.58,USD,Unknown,Completed
112902,2023-03-17,999999,Savings,Debit,4511.70,USD,Amazon,Completed
112906,2022-01-01,4215,Savings,Credit,586.57,USD,Walmart,Completed
112908,2022-12-31,999999,checking,Debit,3679.59,USD,Target,Completed
112908,2022-11-28,4207,checking,Credit,4483.81,USD,Walmart,Completed
112910,2022-12-31,999999,Savings,Credit,3500.12,USD,Target,Completed
112911,2023-08-28,2672,Checking,Credit,4809.61,USD,Amazon,Completed
112911,2022-10-04,999999,Checking,Credit,4709.89,USD,Unknown,Completed
